euring_code,scientific_name,language_code,common_name
15950,Passer moabiticus,fr,Moineau de la mer Morte
15950,Passer moabiticus,hr,mrtvomorski vrabac
15950,Passer moabiticus,hu,tamariszkuszveréb
15950,Passer moabiticus,is,Þyrnispör
15950,Passer moabiticus,it,Passero del Mar Morto
15950,Passer moabiticus,lt,geltonskruostis žvirblis
15950,Passer moabiticus,lv,krūmāju zvirbulis
15950,Passer moabiticus,nl,Moabmus
15950,Passer moabiticus,no,tamariskspurv
15950,Passer moabiticus,pl,wróbel palestyński
15950,Passer moabiticus,pt,pardal-do-mar-morto
15950,Passer moabiticus,ru,Мессопотамский воробей
15950,Passer moabiticus,sk,vrabec tamariškový
15950,Passer moabiticus,sl,palestinski vrabec
15950,Passer moabiticus,sr,Mesopotamski vrabac
15950,Passer moabiticus,sv,tamarisksparv
15950,Passer moabiticus,tr,Küçük Serçe
15950,Passer moabiticus,uk,горобець месопотамський
15960,Passer iagoensis,cs,vrabec kapverdský
15960,Passer iagoensis,da,Kap Verde-spurv
15960,Passer iagoensis,de,Kapverdensperling
15960,Passer iagoensis,en,Iago Sparrow
15960,Passer iagoensis,es,Gorrión de Cabo Verde
15960,Passer iagoensis,et,kapverdi varblane
15960,Passer iagoensis,fi,kapverdenvarpunen
15960,Passer iagoensis,fr,Moineau du Cap-Vert
15960,Passer iagoensis,hr,zelenortski vrabac
15960,Passer iagoensis,hu,zöld-foki veréb
15960,Passer iagoensis,is,Roðaspör
15960,Passer iagoensis,it,Passero di Capo Verde
15960,Passer iagoensis,lt,Žaliojo Kyšulio salų žvirblis
15960,Passer iagoensis,lv,Kaboverdes zvirbulis
15960,Passer iagoensis,nl,Kaapverdische Mus
15960,Passer iagoensis,no,kappverdespurv
15960,Passer iagoensis,pl,wróbel rudogrzbiety
15960,Passer iagoensis,pt,pardal-de-cabo-verde
15960,Passer iagoensis,ru,Кабо-вердианский воробей
15960,Passer iagoensis,sk,vrabec čiernočelý
15960,Passer iagoensis,sl,zelenortski vrabec
15960,Passer iagoensis,sr,Zelenortski vrabac
15960,Passer iagoensis,sv,kapverdesparv
15960,Passer iagoensis,tr,İago Serçesi
15960,Passer iagoensis,uk,горобець острівний
15970,Passer simplex,bg,Пустинно врабче
15970,Passer simplex,cs,vrabec pouštní
15970,Passer simplex,da,Ørkenspurv
15970,Passer simplex,de,Wüstensperling
15970,Passer simplex,en,Desert Sparrow
15970,Passer simplex,es,Gorrión sahariano
15970,Passer simplex,et,kõrbevarblane
15970,Passer simplex,fi,aavikkovarpunen
15970,Passer simplex,fr,Moineau blanc
15970,Passer simplex,hr,pustinjski vrabac
15970,Passer simplex,hu,sivatagi veréb
15970,Passer simplex,is,Auðnaspör
15970,Passer simplex,it,Passero del deserto
15970,Passer simplex,lt,dykuminis žvirblis
15970,Passer simplex,lv,tuksneša zvirbulis
15970,Passer simplex,nl,Woestijnmus
15970,Passer simplex,no,ørkenspurv
15970,Passer simplex,pl,wróbel pustynny
15970,Passer simplex,pt,pardal-do-deserto
15970,Passer simplex,ru,Сахарский воробей
15970,Passer simplex,sk,vrabec stepný
15970,Passer simplex,sl,puščavski vrabec
15970,Passer simplex,sr,Afrički pustinjski vrabac
15970,Passer simplex,sv,ökensparv
15970,Passer simplex,tr,Çöl Serçesi
15970,Passer simplex,uk,горобець пустельний
15980,Passer montanus,be,Палявы верабей
15980,Passer montanus,bg,Полско врабче
15980,Passer montanus,cs,vrabec polní
15980,Passer montanus,da,Skovspurv
15980,Passer montanus,de,Feldsperling
15980,Passer montanus,el,Δεντροσπουργίτης
15980,Passer montanus,en,Eurasian Tree Sparrow
15980,Passer montanus,es,Gorrión molinero
15980,Passer montanus,et,põldvarblane
15980,Passer montanus,fi,pikkuvarpunen
15980,Passer montanus,fr,Moineau friquet
15980,Passer montanus,hr,poljski vrabac
15980,Passer montanus,hu,mezei veréb
15980,Passer montanus,is,Trjáspör
15980,Passer montanus,it,Passera mattugia
15980,Passer montanus,lt,eurazinis karklažvirblis
15980,Passer montanus,lv,lauku zvirbulis
15980,Passer montanus,mk,полско врапче
15980,Passer montanus,nl,Ringmus
15980,Passer montanus,no,pilfink
15980,Passer montanus,pl,mazurek
15980,Passer montanus,pt,pardal-montês
15980,Passer montanus,ro,Vrabie de câmp
15980,Passer montanus,ru,Полевой воробей
15980,Passer montanus,sk,vrabec poľný
15980,Passer montanus,sl,poljski vrabec
15980,Passer montanus,sr,Poljski vrabac
15980,Passer montanus,sv,pilfink
15980,Passer montanus,tr,Ağaç Serçesi
15980,Passer montanus,uk,горобець польовий
15990,Passer luteus,bg,Златно врабче
15990,Passer luteus,cs,vrabec žlutý
15990,Passer luteus,da,Sahelspurv
15990,Passer luteus,de,Braunrücken-Goldsperling
15990,Passer luteus,en,Sudan Golden Sparrow
15990,Passer luteus,es,Gorrión dorado
15990,Passer luteus,et,kuldvarblane e. aafrika kuldvarblane
15990,Passer luteus,fi,sahelinkultavarpunen
15990,Passer luteus,fr,Moineau doré
15990,Passer luteus,hr,zlatni vrabac
15990,Passer luteus,hu,barnahátú aranyveréb
15990,Passer luteus,is,Gullspör
15990,Passer luteus,it,Passero dorato del Sudan
15990,Passer luteus,lt,sudaninis auksažvirblis
15990,Passer luteus,lv,Sudānas zvirbulis
15990,Passer luteus,nl,Bruinruggoudmus
15990,Passer luteus,no,sahelspurv
15990,Passer luteus,pl,wróbel cytrynowy
15990,Passer luteus,pt,pardal-dourado
15990,Passer luteus,ru,Жёлтый воробей
15990,Passer luteus,sk,vrabec žltý
15990,Passer luteus,sl,zlati vrabec
15990,Passer luteus,sr,Sudanski zlatni vrabac
15990,Passer luteus,sv,sudanguldsparv
15990,Passer luteus,tr,Sudan Altın Serçesi
15990,Passer luteus,uk,горобець жовтий
16000,Passer euchlorus,cs,vrabec zlatý
16000,Passer euchlorus,da,Gyldenspurv
16000,Passer euchlorus,de,Jemengoldsperling
16000,Passer euchlorus,en,Arabian Golden Sparrow
16000,Passer euchlorus,es,Gorrión árabe
16000,Passer euchlorus,et,araabia kuldvarblane
16000,Passer euchlorus,fi,arabiankultavarpunen
16000,Passer euchlorus,fr,Moineau d’Arabie
16000,Passer euchlorus,hr,arabijski vrabac
16000,Passer euchlorus,hu,sárga aranyveréb
16000,Passer euchlorus,it,Passera dorata d'Arabia
16000,Passer euchlorus,lt,arabinis žvirblis
16000,Passer euchlorus,lv,dzeltenais zvirbulis
16000,Passer euchlorus,nl,Arabische Goudmus
16000,Passer euchlorus,no,solspurv
16000,Passer euchlorus,pl,wróbel złoty
16000,Passer euchlorus,pt,pardal-árabe
16000,Passer euchlorus,ru,Золотистый воробей
16000,Passer euchlorus,sk,vrabec zlatý
16000,Passer euchlorus,sr,Arabijski zlatni vrabac
16000,Passer euchlorus,sv,arabguldsparv
16000,Passer euchlorus,tr,Arabistan Altın Serçesi
16000,Passer euchlorus,uk,горобець аравійський
16010,Carpospiza brachydactyla,bg,Късопръсто врабче
16010,Carpospiza brachydactyla,cs,vrabec plavý
16010,Carpospiza brachydactyla,da,Lys Stenspurv
16010,Carpospiza brachydactyla,de,Fahlsperling
16010,Carpospiza brachydactyla,el,Λοφοσπουργίτης
16010,Carpospiza brachydactyla,en,Pale Rockfinch
16010,Carpospiza brachydactyla,es,Gorrión pálido
16010,Carpospiza brachydactyla,et,kõnnuvarblane
16010,Carpospiza brachydactyla,fi,arovarpunen
16010,Carpospiza brachydactyla,fr,Moineau pâle
16010,Carpospiza brachydactyla,hr,gorski vrabac
16010,Carpospiza brachydactyla,hu,halvány köviveréb
16010,Carpospiza brachydactyla,is,Bergspör
16010,Carpospiza brachydactyla,it,Passera lagia chiara
16010,Carpospiza brachydactyla,lt,trumpapirštis žvirblis
16010,Carpospiza brachydactyla,lv,blāvais akmeņzvirbulis
16010,Carpospiza brachydactyla,nl,Bleke Rotsmus
16010,Carpospiza brachydactyla,no,bleksteinspurv
16010,Carpospiza brachydactyla,pl,wróbel krótkopalcowy
16010,Carpospiza brachydactyla,pt,pardal-pálido
16010,Carpospiza brachydactyla,ru,Короткопалый воробей
16010,Carpospiza brachydactyla,sk,hrubozobka krátkoprstá
16010,Carpospiza brachydactyla,sl,kratkoprsti vrabec
16010,Carpospiza brachydactyla,sr,Zujavi vrabac
16010,Carpospiza brachydactyla,sv,blek stensparv
16010,Carpospiza brachydactyla,tr,Boz Serçe
16010,Carpospiza brachydactyla,uk,горобець короткопалий
16020,Gymnoris xanthocollis,bg,Жълтогърло врабче
16020,Gymnoris xanthocollis,cs,vrabec hnědoramenný
16020,Gymnoris xanthocollis,da,Gulstrubet Stenspurv
16020,Gymnoris xanthocollis,de,Gelbkehlsperling
16020,Gymnoris xanthocollis,en,Yellow-throated Sparrow
16020,Gymnoris xanthocollis,es,Gorrión cuelligualdo
16020,Gymnoris xanthocollis,et,tuhkvarblane
16020,Gymnoris xanthocollis,fi,tarhavarpunen
16020,Gymnoris xanthocollis,fr,Moineau à gorge jaune
16020,Gymnoris xanthocollis,hr,žutogrli vrabac
16020,Gymnoris xanthocollis,hu,barnavállú köviveréb
16020,Gymnoris xanthocollis,is,Sólspör
16020,Gymnoris xanthocollis,it,Passera lagia golagialla
16020,Gymnoris xanthocollis,lt,gelsvagurklis savaninis žvirblis
16020,Gymnoris xanthocollis,lv,dzeltenrīkles akmeņzvirbulis
16020,Gymnoris xanthocollis,nl,Indische Rotsmus
16020,Gymnoris xanthocollis,no,gulstrupesteinspurv
16020,Gymnoris xanthocollis,pl,wróbel żółtogardły
16020,Gymnoris xanthocollis,pt,pardal-de-garganta-amarela
16020,Gymnoris xanthocollis,ru,Джунглевый воробей
16020,Gymnoris xanthocollis,sk,skalník dutinový
16020,Gymnoris xanthocollis,sl,rumenogrli vrabec
16020,Gymnoris xanthocollis,sr,Indijski vrabac kamenjarac
16020,Gymnoris xanthocollis,sv,solsparv
16020,Gymnoris xanthocollis,tr,Sarı Boğazlı Serçe
16020,Gymnoris xanthocollis,uk,горобець лимонногорлий
16030,Gymnoris dentata,cs,vrabec sahelský
16030,Gymnoris dentata,da,Lille Stenspurv
16030,Gymnoris dentata,de,Buschsteinsperling
16030,Gymnoris dentata,en,Sahel Bush Sparrow
16030,Gymnoris dentata,es,Gorrión chico
16030,Gymnoris dentata,et,punakulm-varblane
16030,Gymnoris dentata,fi,pensaskalliovarpunen
16030,Gymnoris dentata,fr,Petit Moineau
16030,Gymnoris dentata,hr,bjelogrli vrabac
16030,Gymnoris dentata,it,Petronia del bush
16030,Gymnoris dentata,lt,mažasis savaninis žvirblis
16030,Gymnoris dentata,lv,mazais akmeņzvirbulis
16030,Gymnoris dentata,nl,Kleine Rotsmus
16030,Gymnoris dentata,no,krattsteinspurv
16030,Gymnoris dentata,pl,wróbel płowy
16030,Gymnoris dentata,pt,pardal-do-mato
16030,Gymnoris dentata,ru,Кустарниковый воробей
16030,Gymnoris dentata,sk,skalník savanový
16030,Gymnoris dentata,sr,Mali vrabac kamenjarac
16030,Gymnoris dentata,sv,sahelsparv
16030,Gymnoris dentata,tr,Çalı Serçesi
16030,Gymnoris dentata,uk,горобець малий
16040,Petronia petronia,bg,Скално врабче
16040,Petronia petronia,cs,vrabec skalní
16040,Petronia petronia,da,Stenspurv
16040,Petronia petronia,de,Steinsperling
16040,Petronia petronia,el,(Κοινός) Πετροσπουργίτης
16040,Petronia petronia,en,Rock Sparrow
16040,Petronia petronia,es,Gorrión chillón
16040,Petronia petronia,et,kaljuvarblane
16040,Petronia petronia,fi,kalliovarpunen
16040,Petronia petronia,fr,Moineau soulcie
16040,Petronia petronia,hr,vrabac kamenjar
16040,Petronia petronia,hu,köviveréb
16040,Petronia petronia,is,Steinspör
16040,Petronia petronia,it,Passera lagia
16040,Petronia petronia,lt,paprastasis uolažvirblis
16040,Petronia petronia,lv,akmeņzvirbulis
16040,Petronia petronia,mk,врапче камењарче
16040,Petronia petronia,nl,Rotsmus
16040,Petronia petronia,no,steinspurv
16040,Petronia petronia,pl,wróbel skalny
16040,Petronia petronia,pt,pardal-francês
16040,Petronia petronia,ro,Vrabie de stâncă
16040,Petronia petronia,ru,Каменный воробей
16040,Petronia petronia,sk,skalník žltohrdlý
16040,Petronia petronia,sl,skalni vrabec
16040,Petronia petronia,sr,Vrabac kamenjarac
16040,Petronia petronia,sv,stensparv
16040,Petronia petronia,tr,Kaya Serçesi
16040,Petronia petronia,uk,горобець скельний
16050,Pyrgilauda theresae,cs,pěnkavák afghánský
16050,Pyrgilauda theresae,da,Afghansk Snefinke
16050,Pyrgilauda theresae,de,Hindukusch-Erdsperling
16050,Pyrgilauda theresae,en,Afghan Snowfinch
16050,Pyrgilauda theresae,es,Gorrión afgano
16050,Pyrgilauda theresae,et,hindukuši lumevarblane
16050,Pyrgilauda theresae,fi,pamirinlumivarpunen
16050,Pyrgilauda theresae,fr,Niverolle d’Afghanistan
16050,Pyrgilauda theresae,hr,afganistanski vrabac
16050,Pyrgilauda theresae,hu,afgán havasipinty
16050,Pyrgilauda theresae,it,Fringuello alpino dell'Afghanistan
16050,Pyrgilauda theresae,lt,afganistaninė sniegstartė
16050,Pyrgilauda theresae,lv,Afganistānas sniedze
16050,Pyrgilauda theresae,nl,Afghaanse Sneeuwvink
16050,Pyrgilauda theresae,no,afghanfjellspurv
16050,Pyrgilauda theresae,pl,śnieżka maskowa
16050,Pyrgilauda theresae,pt,pardal-afegão
16050,Pyrgilauda theresae,ru,Афганский земляной воробей
16050,Pyrgilauda theresae,sk,psiarka afganská
16050,Pyrgilauda theresae,sr,Avganistanski planinski vrabac
16050,Pyrgilauda theresae,sv,afghansnöfink
16050,Pyrgilauda theresae,tr,Afgan Kar Serçesi
16050,Pyrgilauda theresae,uk,ніверол афганський
16060,Pyrgilauda blanfordi,cs,pěnkavák Blanfordův
16060,Pyrgilauda blanfordi,da,Lille Snefinke
16060,Pyrgilauda blanfordi,de,Blanforderdsperling
16060,Pyrgilauda blanfordi,en,Blanford's Snowfinch
16060,Pyrgilauda blanfordi,es,Gorrión de Blanford
16060,Pyrgilauda blanfordi,et,liiv-lumevarblane
16060,Pyrgilauda blanfordi,fi,kanelilumivarpunen
16060,Pyrgilauda blanfordi,fr,Niverolle de Blanford
16060,Pyrgilauda blanfordi,hr,kratkokljuni vrabac
16060,Pyrgilauda blanfordi,hu,tibeti havasipinty
16060,Pyrgilauda blanfordi,it,Fringuello alpino di Blanford
16060,Pyrgilauda blanfordi,lt,Blanfordo sniegstartė
16060,Pyrgilauda blanfordi,lv,raigainā sniedze
16060,Pyrgilauda blanfordi,nl,Blanfords Sneeuwvink
16060,Pyrgilauda blanfordi,no,hvitkinnfjellspurv
16060,Pyrgilauda blanfordi,pl,śnieżka płowa
16060,Pyrgilauda blanfordi,pt,pardal-de-blanford
16060,Pyrgilauda blanfordi,ru,Масковый земляной воробей
16060,Pyrgilauda blanfordi,sk,psiarka plavá
16060,Pyrgilauda blanfordi,sr,Blanfordov planinski vrabac
16060,Pyrgilauda blanfordi,sv,blek snöfink
16060,Pyrgilauda blanfordi,tr,Blanford Kar Serçesi
16060,Pyrgilauda blanfordi,uk,ніверол високогірний
16070,Pyrgilauda ruficollis,cs,pěnkavák liščí
16070,Pyrgilauda ruficollis,da,Rustnakket Snefinke
16070,Pyrgilauda ruficollis,de,Rothals-Erdsperling
16070,Pyrgilauda ruficollis,en,Rufous-necked Snowfinch
16070,Pyrgilauda ruficollis,es,Gorrión cuellirrufo
16070,Pyrgilauda ruficollis,et,punakael-lumevarblane
16070,Pyrgilauda ruficollis,fi,rusolumivarpunen
16070,Pyrgilauda ruficollis,fr,Niverolle à cou roux
16070,Pyrgilauda ruficollis,hr,riđovrati vrabac
16070,Pyrgilauda ruficollis,hu,vörösnyakú havasipinty
16070,Pyrgilauda ruficollis,it,Fringuello alpino collorossiccio
16070,Pyrgilauda ruficollis,lt,rusvakaklė sniegstartė
16070,Pyrgilauda ruficollis,lv,rudkakla sniedze
16070,Pyrgilauda ruficollis,nl,Roodhalssneeuwvink
16070,Pyrgilauda ruficollis,no,brunørefjellspurv
16070,Pyrgilauda ruficollis,pl,śnieżka rdzawoszyja
16070,Pyrgilauda ruficollis,pt,pardal-de-pescoço-ruivo
16070,Pyrgilauda ruficollis,ru,Рыжешейный земляной воробей
16070,Pyrgilauda ruficollis,sk,psiarka hrdzavokrká
16070,Pyrgilauda ruficollis,sr,Crvenogrudi planinski vrabac
16070,Pyrgilauda ruficollis,sv,rödhalsad snöfink
16070,Pyrgilauda ruficollis,tr,Kızıl Boyunlu Kar Serçesi
16070,Pyrgilauda ruficollis,uk,ніверол рудошиїй
16080,Pyrgilauda davidiana,cs,pěnkavák černočelý
16080,Pyrgilauda davidiana,da,Lille Snefinke
16080,Pyrgilauda davidiana,de,Daviderdsperling
16080,Pyrgilauda davidiana,en,Pere David's Snowfinch
16080,Pyrgilauda davidiana,es,Gorrión de David
16080,Pyrgilauda davidiana,et,mongoolia lumevarblane
16080,Pyrgilauda davidiana,fi,pikkulumivarpunen
16080,Pyrgilauda davidiana,fr,Niverolle de David
16080,Pyrgilauda davidiana,hr,mongolski vrabac
16080,Pyrgilauda davidiana,it,Fringuello alpino di Padre David
16080,Pyrgilauda davidiana,lt,mongolinė sniegstartė
16080,Pyrgilauda davidiana,lv,Altaja sniedze
16080,Pyrgilauda davidiana,nl,Pater Davids Sneeuwvink
16080,Pyrgilauda davidiana,no,gobifjellspurv
16080,Pyrgilauda davidiana,pl,śnieżka mongolska
16080,Pyrgilauda davidiana,pt,pardal-de-david
16080,Pyrgilauda davidiana,ru,Монгольский земляной воробей
16080,Pyrgilauda davidiana,sk,psiarka čiernohrdlá
16080,Pyrgilauda davidiana,sr,Davidov planinski vrabac
16080,Pyrgilauda davidiana,sv,mongolsnöfink
16080,Pyrgilauda davidiana,tr,David Kar Serçesi
16080,Pyrgilauda davidiana,uk,ніверол монгольський
16090,Onychostruthus taczanowskii,cs,pěnkavák bělobradý
16090,Onychostruthus taczanowskii,da,Hvidgumpet Snefinke
16090,Onychostruthus taczanowskii,de,Weißbürzel-Erdsperling
16090,Onychostruthus taczanowskii,en,White-rumped Snowfinch
16090,Onychostruthus taczanowskii,es,Gorrión de Taczanowski
16090,Onychostruthus taczanowskii,et,hele-lumevarblane
16090,Onychostruthus taczanowskii,fi,piiskulumivarpunen
16090,Onychostruthus taczanowskii,fr,Niverolle de Taczanowski
16090,Onychostruthus taczanowskii,hr,planinski vrabac
16090,Onychostruthus taczanowskii,it,Fringuello alpino groppabianca
16090,Onychostruthus taczanowskii,lt,Tačanovskio sniegstartė
16090,Onychostruthus taczanowskii,lv,baltmugursniedze
16090,Onychostruthus taczanowskii,nl,Taczanowski's Sneeuwvink
16090,Onychostruthus taczanowskii,no,hvitgumpfjellspurv
16090,Onychostruthus taczanowskii,pl,śnieżka białorzytna
16090,Onychostruthus taczanowskii,pt,pardal-d'uropígio-branco
16090,Onychostruthus taczanowskii,ru,Белопоясный земляной воробей
16090,Onychostruthus taczanowskii,sk,snehárka pískavčia
16090,Onychostruthus taczanowskii,sr,Tačanovskijev planinski vrabac
16090,Onychostruthus taczanowskii,sv,vitgumpad snöfink
16090,Onychostruthus taczanowskii,tr,Taczanowski Kar Serçesi
16090,Onychostruthus taczanowskii,uk,ніверол білогузий
16100,Montifringilla adamsi,cs,pěnkavák Adamsův
16100,Montifringilla adamsi,da,Himalaya Snefinke
16100,Montifringilla adamsi,de,Adamsschneesperling
16100,Montifringilla adamsi,en,Black-winged Snowfinch
16100,Montifringilla adamsi,es,Gorrión de Adams
16100,Montifringilla adamsi,et,tuhkrind-lumevarblane
16100,Montifringilla adamsi,fi,tuhkalumivarpunen
16100,Montifringilla adamsi,fr,Niverolle du Tibet
16100,Montifringilla adamsi,hr,crnokrili vrabac
16100,Montifringilla adamsi,hu,himalájai havasipinty
16100,Montifringilla adamsi,it,Fringuello alpino alinere
16100,Montifringilla adamsi,lt,Adamso sniegstartė
16100,Montifringilla adamsi,lv,Himalaju sniedze
16100,Montifringilla adamsi,nl,Adams' Sneeuwvink
16100,Montifringilla adamsi,no,svartvingefjellspurv
16100,Montifringilla adamsi,pl,śnieżka czarnoskrzydła
16100,Montifringilla adamsi,pt,pardal-d'asa-preta
16100,Montifringilla adamsi,ru,Чернокрылый снежный воробей
16100,Montifringilla adamsi,sk,snehárka čiernokrídla
16100,Montifringilla adamsi,sr,Adamsov planinski vrabac
16100,Montifringilla adamsi,sv,svartvingad snöfink
16100,Montifringilla adamsi,tr,Kara Kanatlı Kar Serçesi
16100,Montifringilla adamsi,uk,горобець чорнокрилий
16110,Montifringilla nivalis,bg,Снежно врабче
16110,Montifringilla nivalis,cs,pěnkavák sněžný
16110,Montifringilla nivalis,da,Snefinke
16110,Montifringilla nivalis,de,Schneesperling
16110,Montifringilla nivalis,el,Χιονόστρουθος
16110,Montifringilla nivalis,en,White-winged Snowfinch
16110,Montifringilla nivalis,es,Gorrión alpino
16110,Montifringilla nivalis,et,lumevarblane
16110,Montifringilla nivalis,fi,lumivarpunen
16110,Montifringilla nivalis,fr,Niverolle alpine
16110,Montifringilla nivalis,hr,snježni vrabac
16110,Montifringilla nivalis,hu,havasi pinty
16110,Montifringilla nivalis,is,Snæspör
16110,Montifringilla nivalis,it,Fringuello alpino
16110,Montifringilla nivalis,lt,baltasparnė sniegstartė
16110,Montifringilla nivalis,lv,Alpu sniedze
16110,Montifringilla nivalis,mk,снежна ѕвингалка
16110,Montifringilla nivalis,nl,Sneeuwvink
16110,Montifringilla nivalis,no,fjellspurv
16110,Montifringilla nivalis,pl,śnieżka (zwyczajna)
16110,Montifringilla nivalis,pt,pardal-das-neves
16110,Montifringilla nivalis,ro,Chinghiţă alpină
16110,Montifringilla nivalis,ru,Снежный воробей
16110,Montifringilla nivalis,sk,snehárka vrchovská
16110,Montifringilla nivalis,sl,planinski vrabec
16110,Montifringilla nivalis,sr,Planinski vrabac
16110,Montifringilla nivalis,sv,snöfink
16110,Montifringilla nivalis,tr,Kar Serçesi
16110,Montifringilla nivalis,uk,горобець сніговий
16120,Ploceus galbula,cs,snovač etiopský
16120,Ploceus galbula,da,Brunmasket Væver
16120,Ploceus galbula,de,Gilbweber
16120,Ploceus galbula,en,Rüppell's Weaver
16120,Ploceus galbula,es,Tejedor de Rüppell
16120,Ploceus galbula,fi,oliivikutoja
16120,Ploceus galbula,fr,Tisserin de Rüppell
16120,Ploceus galbula,hr,smeđolica pletilja
16120,Ploceus galbula,hu,Rüppell-szövőmadár
16120,Ploceus galbula,it,Tessitore di Rüppell
16120,Ploceus galbula,lt,Riupelio audėjas
16120,Ploceus galbula,lv,Ripela audējputns
16120,Ploceus galbula,nl,Rüppells Wever
16120,Ploceus galbula,no,brunmaskevever
16120,Ploceus galbula,pl,wikłacz rdzawolicy
16120,Ploceus galbula,pt,tecelão-de-rüppell
16120,Ploceus galbula,ru,Иволговый ткач
16120,Ploceus galbula,sk,pletiarka savanová
16120,Ploceus galbula,sr,Žuta tekstor tkalja
16120,Ploceus galbula,sv,rödahavsvävare
16120,Ploceus galbula,tr,Yemen Dokumacısı
16120,Ploceus galbula,uk,ткачик рудощокий
16130,Lagonosticta senegala,cs,amarant rudozobý
16130,Lagonosticta senegala,da,Amarant
16130,Lagonosticta senegala,de,Senegalamarant
16130,Lagonosticta senegala,en,Red-billed Firefinch
16130,Lagonosticta senegala,es,Amaranta senegalesa
16130,Lagonosticta senegala,et,akaatsia-leekamadiin
16130,Lagonosticta senegala,fi,ruusupeippo
16130,Lagonosticta senegala,fr,Amarante du Sénégal
16130,Lagonosticta senegala,hr,crvenokljuna estrilda
16130,Lagonosticta senegala,hu,vöröscsőrű tűzpinty
16130,Lagonosticta senegala,is,Logastrildi
16130,Lagonosticta senegala,it,Amaranto beccorosso
16130,Lagonosticta senegala,lt,senegalinis amarantas
16130,Lagonosticta senegala,lv,sarkanknābja ugunsžubīte
16130,Lagonosticta senegala,nl,Vuurvinkje
16130,Lagonosticta senegala,no,rødnebbamarant
16130,Lagonosticta senegala,pl,amarantka czerwonodzioba
16130,Lagonosticta senegala,pt,granadeiro-de-bico-vermelho
16130,Lagonosticta senegala,ru,Крошечный амарант
16130,Lagonosticta senegala,sk,amarant červenozobý
16130,Lagonosticta senegala,sl,amaranta
16130,Lagonosticta senegala,sr,Senegalska amaranta
16130,Lagonosticta senegala,sv,rödnäbbad amarant
16130,Lagonosticta senegala,tr,Senegal Ateşispinozu
16130,Lagonosticta senegala,uk,амарант червонодзьобий
16140,Uraeginthus bengalus,cs,motýlek rudouchý
16140,Uraeginthus bengalus,da,Sommerfuglefinke
16140,Uraeginthus bengalus,de,Schmetterlingsastrild
16140,Uraeginthus bengalus,en,Red-cheeked Cordon-bleu
16140,Uraeginthus bengalus,es,Azulito carirrojo
16140,Uraeginthus bengalus,et,aed-lasuuramadiin
16140,Uraeginthus bengalus,fi,punaposkipeippo
16140,Uraeginthus bengalus,fr,Cordonbleu à joues rouges
16140,Uraeginthus bengalus,hr,smeđokapa estrilda
16140,Uraeginthus bengalus,hu,pillangópinty
16140,Uraeginthus bengalus,is,Blástrildi
16140,Uraeginthus bengalus,it,Cordon-blu guancerosse
16140,Uraeginthus bengalus,lt,raudonskruostė drugelinė astrilda
16140,Uraeginthus bengalus,nl,Blauwfazantje
16140,Uraeginthus bengalus,no,rødkinnastrild
16140,Uraeginthus bengalus,pl,motylik krasnouchy
16140,Uraeginthus bengalus,pt,peito-celeste-de-faces-carmesim
16140,Uraeginthus bengalus,ru,Красноухий астрильд
16140,Uraeginthus bengalus,sk,motýlik červenosluchý
16140,Uraeginthus bengalus,sl,metuljasta astrilda
16140,Uraeginthus bengalus,sr,Leptirasta zeba
16140,Uraeginthus bengalus,sv,rödkindad fjärilsfink
16140,Uraeginthus bengalus,tr,Al Yanaklı Mavi Mumgaga
16140,Uraeginthus bengalus,uk,астрильд-метелик червонощокий
16150,Estrilda astrild,bg,Вълниста астрилда
16150,Estrilda astrild,cs,astrild vlnkovaný
16150,Estrilda astrild,da,Helenaastrild
16150,Estrilda astrild,de,Wellenastrild
16150,Estrilda astrild,en,Common Waxbill
16150,Estrilda astrild,es,Estrilda común
16150,Estrilda astrild,et,vahanokk-amadiin
16150,Estrilda astrild,fi,vahanokka
16150,Estrilda astrild,fr,Astrild ondulé
16150,Estrilda astrild,hr,prugasta estrilda
16150,Estrilda astrild,hu,asztrild
16150,Estrilda astrild,is,Fagurstrildi
16150,Estrilda astrild,it,Astrilde di Sant'Elena
16150,Estrilda astrild,lt,paprastoji astrilda
16150,Estrilda astrild,lv,viļņainais vasknibis
16150,Estrilda astrild,nl,Sint-Helenafazantje
16150,Estrilda astrild,no,vatreastrild
16150,Estrilda astrild,pl,astryld falisty
16150,Estrilda astrild,pt,bico-de-lacre-comum
16150,Estrilda astrild,ru,Волнистый астрильд
16150,Estrilda astrild,sk,astrilda vlnkovaná
16150,Estrilda astrild,sl,rečna astrilda
16150,Estrilda astrild,sr,Talasasta astrilda
16150,Estrilda astrild,sv,helenaastrild
16150,Estrilda astrild,tr,Mumgaga
16150,Estrilda astrild,uk,астрильд смугастий
16160,Estrilda rufibarba,cs,astrild arabský
16160,Estrilda rufibarba,da,Yemenastrild
16160,Estrilda rufibarba,de,Jemenastrild
16160,Estrilda rufibarba,en,Arabian Waxbill
16160,Estrilda rufibarba,es,Estrilda árabe
16160,Estrilda rufibarba,et,araabia amadiin
16160,Estrilda rufibarba,fi,arabianvahanokka
16160,Estrilda rufibarba,fr,Astrild barbe-rousse
16160,Estrilda rufibarba,hr,arabijska estrilda
16160,Estrilda rufibarba,hu,jemeni asztrild
16160,Estrilda rufibarba,it,Estrilda d'Arabia
16160,Estrilda rufibarba,lt,arabinė astrilda
16160,Estrilda rufibarba,lv,Arābijas vasknibis
