euring_code,scientific_name,language_code,common_name
01220,Ardea cinerea,et,hallhaigur
01220,Ardea cinerea,fi,harmaahaikara
01220,Ardea cinerea,fr,Héron cendré
01220,Ardea cinerea,hr,siva čaplja
01220,Ardea cinerea,hu,szürke gém
01220,Ardea cinerea,is,Gráhegri
01220,Ardea cinerea,it,Airone cenerino
01220,Ardea cinerea,lt,pilkasis garnys
01220,Ardea cinerea,lv,zivju gārnis
01220,Ardea cinerea,mk,сива чапја
01220,Ardea cinerea,nl,Blauwe Reiger
01220,Ardea cinerea,no,gråhegre
01220,Ardea cinerea,pl,czapla siwa
01220,Ardea cinerea,pt,garça-real
01220,Ardea cinerea,ro,Stârc cenuşiu
01220,Ardea cinerea,ru,Серая цапля
01220,Ardea cinerea,sk,volavka popolavá
01220,Ardea cinerea,sl,siva čaplja
01220,Ardea cinerea,sr,Siva čaplja
01220,Ardea cinerea,sv,gråhäger
01220,Ardea cinerea,tr,Gri Balıkçıl
01220,Ardea cinerea,uk,чапля сіра
01230,Ardea herodias,bg,Голяма синя чапла
01230,Ardea herodias,cs,volavka velká
01230,Ardea herodias,da,Stor Blåhejre
01230,Ardea herodias,de,Kanadareiher
01230,Ardea herodias,en,Great Blue Heron
01230,Ardea herodias,es,Garza azulada
01230,Ardea herodias,et,ameerika hallhaigur
01230,Ardea herodias,fi,amerikanharmaahaikara
01230,Ardea herodias,fr,Grand Héron
01230,Ardea herodias,hr,američka čaplja
01230,Ardea herodias,hu,királygém
01230,Ardea herodias,is,Bláhegri
01230,Ardea herodias,it,Airone azzurro
01230,Ardea herodias,lt,didysis pilkasis garnys
01230,Ardea herodias,lv,Kanādas gārnis
01230,Ardea herodias,nl,Amerikaanse Blauwe Reiger
01230,Ardea herodias,no,herodiashegre
01230,Ardea herodias,pl,czapla modra
01230,Ardea herodias,pt,garça-azul-grande
01230,Ardea herodias,ru,Большая голубая цапля
01230,Ardea herodias,sk,volavka statná
01230,Ardea herodias,sl,ameriška siva čaplja
01230,Ardea herodias,sr,Velika plava čaplja
01230,Ardea herodias,sv,amerikansk gråhäger
01230,Ardea herodias,tr,Amerika Gri Balıkçılı
01230,Ardea herodias,uk,чапля північна
01240,Ardea purpurea,be,Чырвоная чапля
01240,Ardea purpurea,bg,Червена чапла
01240,Ardea purpurea,cs,volavka červená
01240,Ardea purpurea,da,Purpurhejre
01240,Ardea purpurea,de,Purpurreiher
01240,Ardea purpurea,el,Πορφυροτσικνιάς
01240,Ardea purpurea,en,Purple Heron
01240,Ardea purpurea,es,Garza imperial
01240,Ardea purpurea,et,purpurhaigur
01240,Ardea purpurea,fi,ruskohaikara
01240,Ardea purpurea,fr,Héron pourpré
01240,Ardea purpurea,hr,čaplja danguba
01240,Ardea purpurea,hu,vörös gém
01240,Ardea purpurea,is,Rauðhegri
01240,Ardea purpurea,it,Airone rosso
01240,Ardea purpurea,lt,purpurinis garnys
01240,Ardea purpurea,lv,rudais gārnis
01240,Ardea purpurea,mk,црвена чапја
01240,Ardea purpurea,nl,Purperreiger
01240,Ardea purpurea,no,purpurhegre
01240,Ardea purpurea,pl,czapla purpurowa
01240,Ardea purpurea,pt,garça-vermelha
01240,Ardea purpurea,ro,Stârc roşu
01240,Ardea purpurea,ru,Рыжая цапля
01240,Ardea purpurea,sk,volavka purpurová
01240,Ardea purpurea,sl,rjava čaplja
01240,Ardea purpurea,sr,Crvena čaplja
01240,Ardea purpurea,sv,purpurhäger
01240,Ardea purpurea,tr,Erguvani Balıkçıl
01240,Ardea purpurea,uk,чапля руда
01248,Ardea insignis,bg,Белокорема чапла
01248,Ardea insignis,cs,volavka bělobřichá
01248,Ardea insignis,da,Hvidbuget Hejre
01248,Ardea insignis,de,Weißbauchreiher
01248,Ardea insignis,en,White-bellied Heron
01248,Ardea insignis,es,Garza ventriblanca
01248,Ardea insignis,et,terai-haigur
01248,Ardea insignis,fi,himalajanhaikara
01248,Ardea insignis,fr,Héron impérial
01248,Ardea insignis,hr,bjelotrba čaplja
01248,Ardea insignis,hu,fehérhasú gém
01248,Ardea insignis,it,Airone panciabianca
01248,Ardea insignis,lt,baltapilvis garnys
01248,Ardea insignis,nl,Keizerreiger
01248,Ardea insignis,no,keiserhegre
01248,Ardea insignis,pl,czapla białobrzucha
01248,Ardea insignis,pt,garça-de-barriga-branca
01248,Ardea insignis,ru,Белобрюхая цапля
01248,Ardea insignis,sk,volavka bielobruchá
01248,Ardea insignis,sr,Belotrba čaplja
01248,Ardea insignis,sv,kejsarhäger
01248,Ardea insignis,tr,Ak Karınlı Balıkçıl
01248,Ardea insignis,uk,чапля білочерева
01250,Ardea goliath,bg,Чапла голиат
01250,Ardea goliath,cs,volavka obrovská
01250,Ardea goliath,da,Goliathejre
01250,Ardea goliath,de,Goliathreiher
01250,Ardea goliath,en,Goliath Heron
01250,Ardea goliath,es,Garza goliat
01250,Ardea goliath,et,koljathaigur
01250,Ardea goliath,fi,goljathaikara
01250,Ardea goliath,fr,Héron goliath
01250,Ardea goliath,hr,velika čaplja
01250,Ardea goliath,hu,Góliátgém
01250,Ardea goliath,is,Jötnahegri
01250,Ardea goliath,it,Airone golia
01250,Ardea goliath,lt,garnys milžinas
01250,Ardea goliath,lv,milzu gārnis
01250,Ardea goliath,nl,Reuzenreiger
01250,Ardea goliath,no,goliathegre
01250,Ardea goliath,pl,czapla olbrzymia
01250,Ardea goliath,pt,garça-gigante
01250,Ardea goliath,ru,Цапля-голиаф
01250,Ardea goliath,sk,volavka obrovská
01250,Ardea goliath,sl,goljat
01250,Ardea goliath,sr,Golema čaplja
01250,Ardea goliath,sv,goliathäger
01250,Ardea goliath,tr,Dev Balıkçıl
01250,Ardea goliath,uk,чапля-велетень
01260,Scopus umbretta,bg,Чукоглава чапла
01260,Scopus umbretta,cs,kladivouš africký
01260,Scopus umbretta,da,Hammerhoved
01260,Scopus umbretta,de,Hammerkopf
01260,Scopus umbretta,en,Hamerkop
01260,Scopus umbretta,es,Avemartillo
01260,Scopus umbretta,et,vasarpea
01260,Scopus umbretta,fi,vasarapäähaikara
01260,Scopus umbretta,fr,Ombrette africaine
01260,Scopus umbretta,hr,batoglavka
01260,Scopus umbretta,hu,gogó
01260,Scopus umbretta,it,Umbretta
01260,Scopus umbretta,lt,kūjagalvis
01260,Scopus umbretta,lv,āmurgalvis
01260,Scopus umbretta,nl,Hamerkop
01260,Scopus umbretta,no,skyggefugl
01260,Scopus umbretta,pl,waruga
01260,Scopus umbretta,pt,cabeça-de-martelo
01260,Scopus umbretta,ru,Молотоглав
01260,Scopus umbretta,sk,takatra tmavá
01260,Scopus umbretta,sr,Čaplja batoglavka
01260,Scopus umbretta,sv,skuggstork
01260,Scopus umbretta,tr,Çekiçkafa
01260,Scopus umbretta,uk,молотоголов
01270,Mycteria americana,bg,Горски щъркел
01270,Mycteria americana,cs,nesyt americký
01270,Mycteria americana,da,Amerikansk Skovstork
01270,Mycteria americana,de,Waldstorch
01270,Mycteria americana,en,Wood Stork
01270,Mycteria americana,es,Tántalo americano
01270,Mycteria americana,et,muda-toonekurg
01270,Mycteria americana,fi,amerikaniibishaikara
01270,Mycteria americana,fr,Tantale d’Amérique
01270,Mycteria americana,hr,gologlava roda
01270,Mycteria americana,hu,erdei gólya
01270,Mycteria americana,it,Cicogna americana
01270,Mycteria americana,lt,amerikinis gandrėnas
01270,Mycteria americana,lv,meža stārķis
01270,Mycteria americana,nl,Kaalkopooievaar
01270,Mycteria americana,no,amerikastork
01270,Mycteria americana,pl,dławigad amerykański
01270,Mycteria americana,pt,cegonha-americana
01270,Mycteria americana,ru,Американский клювач
01270,Mycteria americana,sk,myktéria holokrká
01270,Mycteria americana,sr,Američka šumska roda
01270,Mycteria americana,sv,amerikansk ibisstork
01270,Mycteria americana,tr,Kara Boyunlu Orman Leyleği
01270,Mycteria americana,uk,міктерія
01280,Mycteria leucocephala,bg,Индийски щъркел
01280,Mycteria leucocephala,cs,nesyt indický
01280,Mycteria leucocephala,da,Indisk Skovstork
01280,Mycteria leucocephala,de,Buntstorch
01280,Mycteria leucocephala,en,Painted Stork
01280,Mycteria leucocephala,es,Tántalo indio
01280,Mycteria leucocephala,et,ehis-toonekurg
01280,Mycteria leucocephala,fi,aasianiibishaikara
01280,Mycteria leucocephala,fr,Tantale indien
01280,Mycteria leucocephala,hr,šarena roda
01280,Mycteria leucocephala,hu,hindu gólya
01280,Mycteria leucocephala,it,Cicogna pittata
01280,Mycteria leucocephala,lt,indinis gandrėnas
01280,Mycteria leucocephala,lv,raibais stārķis
01280,Mycteria leucocephala,nl,Indische Nimmerzat
01280,Mycteria leucocephala,no,beltestork
01280,Mycteria leucocephala,pl,dławigad indyjski
01280,Mycteria leucocephala,pt,cegonha-pintada
01280,Mycteria leucocephala,ru,Расписной клювач
01280,Mycteria leucocephala,sk,myktéria lysohlavá
01280,Mycteria leucocephala,sr,Beloglava roda
01280,Mycteria leucocephala,sv,indisk ibisstork
01280,Mycteria leucocephala,tr,Alaca Leylek
01280,Mycteria leucocephala,uk,лелека-тантал індійський
01290,Mycteria ibis,bg,Жълтоклюн щъркел
01290,Mycteria ibis,cs,nesyt africký
01290,Mycteria ibis,da,Afrikansk Skovstork
01290,Mycteria ibis,de,Nimmersatt
01290,Mycteria ibis,en,Yellow-billed Stork
01290,Mycteria ibis,es,Tántalo africano
01290,Mycteria ibis,et,roosa-toonekurg
01290,Mycteria ibis,fi,afrikaniibishaikara
01290,Mycteria ibis,fr,Tantale ibis
01290,Mycteria ibis,hr,žutokljuna roda
01290,Mycteria ibis,hu,rózsás tantalusz
01290,Mycteria ibis,is,Skógstorkur
01290,Mycteria ibis,it,Tantalo africano
01290,Mycteria ibis,lt,afrikinis gandrėnas
01290,Mycteria ibis,lv,"dzeltenknābja stārķis, āmrijstārķis"
01290,Mycteria ibis,nl,Afrikaanse Nimmerzat
01290,Mycteria ibis,no,gulnebbstork
01290,Mycteria ibis,pl,dławigad afrykański
01290,Mycteria ibis,pt,cegonha-de-bico-amarelo
01290,Mycteria ibis,ru,Африканский клювач
01290,Mycteria ibis,sk,myktéria africká
01290,Mycteria ibis,sl,afriški nesit
01290,Mycteria ibis,sr,Žutokljuna roda
01290,Mycteria ibis,sv,afrikansk ibisstork
01290,Mycteria ibis,tr,Sarı Gagalı Leylek
01290,Mycteria ibis,uk,лелека-тантал африканський
01300,Anastomus oscitans,bg,Азиатски цепкоклюн щъркел
01300,Anastomus oscitans,cs,zejozob asijský
01300,Anastomus oscitans,da,Asiatisk Gabenæb
01300,Anastomus oscitans,de,Silberklaffschnabel
01300,Anastomus oscitans,en,Asian Openbill
01300,Anastomus oscitans,es,Picotenaza asiático
01300,Anastomus oscitans,et,valge-irvnokk
01300,Anastomus oscitans,fi,aasianrakonokka
01300,Anastomus oscitans,fr,Bec-ouvert indien
01300,Anastomus oscitans,hr,otvorenokljuna roda
01300,Anastomus oscitans,hu,ázsiai tátogató gólya
01300,Anastomus oscitans,it,Anastomo asiatico
01300,Anastomus oscitans,lt,indinis kiaurasnapis gandras
01300,Anastomus oscitans,nl,Indische Gaper
01300,Anastomus oscitans,no,asiagapenebb
01300,Anastomus oscitans,pl,kleszczak azjatycki
01300,Anastomus oscitans,pt,cegonha-de-bico-aberto-asiática
01300,Anastomus oscitans,ru,Индийский аист-разиня
01300,Anastomus oscitans,sk,škározobec driemavý
01300,Anastomus oscitans,sr,Azijska šupljokljuna roda
01300,Anastomus oscitans,sv,asiatisk gapnäbbsstork
01300,Anastomus oscitans,tr,Ak Açıkgaga
01300,Anastomus oscitans,uk,лелека-молюскоїд індійський
01310,Ciconia nigra,be,Чорны бусел
01310,Ciconia nigra,bg,Черен щъркел
01310,Ciconia nigra,cs,čáp černý
01310,Ciconia nigra,da,Sort Stork
01310,Ciconia nigra,de,Schwarzstorch
01310,Ciconia nigra,el,Μαύρος Πελαργός
01310,Ciconia nigra,en,Black Stork
01310,Ciconia nigra,es,Cigüeña negra
01310,Ciconia nigra,et,must-toonekurg
01310,Ciconia nigra,fi,mustahaikara
01310,Ciconia nigra,fr,Cigogne noire
01310,Ciconia nigra,hr,crna roda
01310,Ciconia nigra,hu,fekete gólya
01310,Ciconia nigra,is,Kolstorkur
01310,Ciconia nigra,it,Cicogna nera
01310,Ciconia nigra,lt,juodasis gandras
01310,Ciconia nigra,lv,melnais stārķis
01310,Ciconia nigra,mk,црн штрк
01310,Ciconia nigra,nl,Zwarte Ooievaar
01310,Ciconia nigra,no,svartstork
01310,Ciconia nigra,pl,bocian czarny
01310,Ciconia nigra,pt,cegonha-preta
01310,Ciconia nigra,ro,Barză neagră
01310,Ciconia nigra,ru,Чёрный аист
01310,Ciconia nigra,sk,bocian čierny
01310,Ciconia nigra,sl,črna štorklja
01310,Ciconia nigra,sr,Crna roda
01310,Ciconia nigra,sv,svart stork
01310,Ciconia nigra,tr,Kara Leylek
01310,Ciconia nigra,uk,лелека чорний
01320,Ciconia abdimii,bg,Абдимов щъркел
01320,Ciconia abdimii,cs,čáp simbil
01320,Ciconia abdimii,da,Abdimstork
01320,Ciconia abdimii,de,Abdimstorch
01320,Ciconia abdimii,en,Abdim's Stork
01320,Ciconia abdimii,es,Cigüeña de Abdim
01320,Ciconia abdimii,et,savanni-toonekurg
01320,Ciconia abdimii,fi,savannihaikara
01320,Ciconia abdimii,fr,Cigogne d’Abdim
01320,Ciconia abdimii,hr,plavolica roda
01320,Ciconia abdimii,hu,Abdim-gólya
01320,Ciconia abdimii,it,Cicogna di Abdim
01320,Ciconia abdimii,lt,baltapilvis gandras
01320,Ciconia abdimii,lv,lietus stārķis
01320,Ciconia abdimii,nl,Abdims Ooievaar
01320,Ciconia abdimii,no,blåmaskestork
01320,Ciconia abdimii,pl,bocian białobrzuchy
01320,Ciconia abdimii,pt,cegonha-de-abdim
01320,Ciconia abdimii,ru,Дождевой аист
01320,Ciconia abdimii,sk,bocian Abdimov
01320,Ciconia abdimii,sr,Abdimova roda
01320,Ciconia abdimii,sv,blåkindad stork
01320,Ciconia abdimii,tr,Abdim Leyleği
01320,Ciconia abdimii,uk,лелека африканський
01330,Ciconia episcopus,bg,Белогуш щъркел
01330,Ciconia episcopus,cs,čáp bělokrký
01330,Ciconia episcopus,da,Uldhalsstork
01330,Ciconia episcopus,de,Wollhalsstorch
01330,Ciconia episcopus,en,Asian Woolly-necked Stork
01330,Ciconia episcopus,es,Cigüeña lanuda asiática
01330,Ciconia episcopus,et,villkael-toonekurg
01330,Ciconia episcopus,fi,piispahaikara
01330,Ciconia episcopus,fr,Cigogne épiscopale
01330,Ciconia episcopus,hr,bjelovrata roda
01330,Ciconia episcopus,hu,gyapjasnyakú gólya
01330,Ciconia episcopus,it,Cicogna lanosa
01330,Ciconia episcopus,lt,baltakaklis gandras
01330,Ciconia episcopus,lv,bīskapstārķis
01330,Ciconia episcopus,nl,Aziatische Bisschopsooievaar
01330,Ciconia episcopus,no,ullhalsstork
01330,Ciconia episcopus,pl,bocian białoszyi
01330,Ciconia episcopus,pt,cegonha-lanuda
01330,Ciconia episcopus,ru,Аист-епископ
01330,Ciconia episcopus,sk,bocian bielokrký
01330,Ciconia episcopus,sr,Vunasta roda
01330,Ciconia episcopus,sv,asiatisk ullhalsstork
01330,Ciconia episcopus,tr,Keşiş Leyleği
01330,Ciconia episcopus,uk,лелека білошиїй
01340,Ciconia ciconia,be,Белы бусел
01340,Ciconia ciconia,bg,Бял щъркел
01340,Ciconia ciconia,cs,čáp bílý
01340,Ciconia ciconia,da,Hvid Stork
01340,Ciconia ciconia,de,Weißstorch
01340,Ciconia ciconia,el,Λευκός Πελαργός
01340,Ciconia ciconia,en,White Stork
01340,Ciconia ciconia,es,Cigüeña blanca
01340,Ciconia ciconia,et,valge-toonekurg
01340,Ciconia ciconia,fi,kattohaikara
01340,Ciconia ciconia,fr,Cigogne blanche
01340,Ciconia ciconia,hr,bijela roda
01340,Ciconia ciconia,hu,fehér gólya
01340,Ciconia ciconia,is,Hvítstorkur
01340,Ciconia ciconia,it,Cicogna bianca
01340,Ciconia ciconia,lt,baltasis gandras
01340,Ciconia ciconia,lv,baltais stārķis
01340,Ciconia ciconia,mk,штрк
01340,Ciconia ciconia,nl,Ooievaar
01340,Ciconia ciconia,no,stork
01340,Ciconia ciconia,pl,bocian biały
01340,Ciconia ciconia,pt,cegonha-branca
01340,Ciconia ciconia,ro,Barză albă
01340,Ciconia ciconia,ru,Белый аист
01340,Ciconia ciconia,sk,bocian biely
01340,Ciconia ciconia,sl,bela štorklja
01340,Ciconia ciconia,sr,Bela roda
01340,Ciconia ciconia,sv,vit stork
01340,Ciconia ciconia,tr,Leylek
01340,Ciconia ciconia,uk,лелека білий
01350,Leptoptilos crumenifer,bg,Марабу
01350,Leptoptilos crumenifer,cs,marabu africký
01350,Leptoptilos crumenifer,da,Marabustork
01350,Leptoptilos crumenifer,de,Marabu
01350,Leptoptilos crumenifer,en,Marabou Stork
01350,Leptoptilos crumenifer,es,Marabú africano
01350,Leptoptilos crumenifer,et,marabu
01350,Leptoptilos crumenifer,fi,afrikanmarabu
01350,Leptoptilos crumenifer,fr,Marabout d’Afrique
01350,Leptoptilos crumenifer,hr,afrički marabu
01350,Leptoptilos crumenifer,hu,afrikai marabu
01350,Leptoptilos crumenifer,is,Hræstorkur
01350,Leptoptilos crumenifer,it,Marabù
01350,Leptoptilos crumenifer,lt,afrikinis marabu
01350,Leptoptilos crumenifer,lv,marabū
01350,Leptoptilos crumenifer,nl,Afrikaanse Maraboe
01350,Leptoptilos crumenifer,no,marabustork
01350,Leptoptilos crumenifer,pl,marabut afrykański
01350,Leptoptilos crumenifer,pt,marabu-africano
01350,Leptoptilos crumenifer,ru,Африканский марабу
01350,Leptoptilos crumenifer,sk,marabu zdochlinár
01350,Leptoptilos crumenifer,sl,marabu
01350,Leptoptilos crumenifer,sr,Afrički marabu
01350,Leptoptilos crumenifer,sv,maraboustork
01350,Leptoptilos crumenifer,tr,Marabu
01350,Leptoptilos crumenifer,uk,марабу африканський
01360,Plegadis falcinellus,be,Каравайка
01360,Plegadis falcinellus,bg,Блестящ ибис
01360,Plegadis falcinellus,cs,ibis hnědý
01360,Plegadis falcinellus,da,Sort Ibis
01360,Plegadis falcinellus,de,Sichler
01360,Plegadis falcinellus,el,Χαλκόκοτα
01360,Plegadis falcinellus,en,Glossy Ibis
01360,Plegadis falcinellus,es,Morito común
01360,Plegadis falcinellus,et,tõmmuiibis e. läikiibis
01360,Plegadis falcinellus,fi,pronssi-iibis
01360,Plegadis falcinellus,fr,Ibis falcinelle
01360,Plegadis falcinellus,hr,blistavi ibis
01360,Plegadis falcinellus,hu,batla
01360,Plegadis falcinellus,is,Bognefur
01360,Plegadis falcinellus,it,Mignattaio
01360,Plegadis falcinellus,lt,rudasis ibis
01360,Plegadis falcinellus,lv,brūnais ibiss
01360,Plegadis falcinellus,mk,ибис
01360,Plegadis falcinellus,nl,Zwarte Ibis
01360,Plegadis falcinellus,no,bronseibis
01360,Plegadis falcinellus,pl,ibis kasztanowaty
01360,Plegadis falcinellus,pt,íbis-preta
01360,Plegadis falcinellus,ro,Ţigănuş
01360,Plegadis falcinellus,ru,Каравайка
01360,Plegadis falcinellus,sk,ibisovec hnedý
01360,Plegadis falcinellus,sl,plevica
01360,Plegadis falcinellus,sr,Ražanj
01360,Plegadis falcinellus,sv,bronsibis
01360,Plegadis falcinellus,tr,Çeltikçi
01360,Plegadis falcinellus,uk,коровайка бура
01370,Plegadis chihi,cs,ibis americký
01370,Plegadis chihi,da,Hvidmasket Ibis
01370,Plegadis chihi,de,Brillensichler
01370,Plegadis chihi,en,White-faced Ibis
01370,Plegadis chihi,es,Morito cariblanco
01370,Plegadis chihi,et,prill-iibis
01370,Plegadis chihi,fi,amerikanpronssi-iibis
01370,Plegadis chihi,fr,Ibis à face blanche
01370,Plegadis chihi,hr,bjelolici ibis
01370,Plegadis chihi,hu,fehérarcú batla
01370,Plegadis chihi,it,Ibis facciabianca
01370,Plegadis chihi,lt,akiniuotasis ibis
01370,Plegadis chihi,lv,briļlu ibiss
01370,Plegadis chihi,nl,Witmaskeribis
01370,Plegadis chihi,no,hvitgrimeibis
01370,Plegadis chihi,pl,ibis amerykański
01370,Plegadis chihi,pt,íbis-de-faces-brancas
01370,Plegadis chihi,ru,Очковая каравайка
01370,Plegadis chihi,sk,ibisovec okuliarnatý
01370,Plegadis chihi,sr,Beloliki ražanj
01370,Plegadis chihi,sv,vitmaskad ibis
01370,Plegadis chihi,tr,Ak Yüzlü Çeltikçi
01370,Plegadis chihi,uk,коровайка американська
01380,Eudocimus albus,cs,ibis bílý
01380,Eudocimus albus,da,Hvid Ibis
01380,Eudocimus albus,de,Schneesichler
01380,Eudocimus albus,en,American White Ibis
01380,Eudocimus albus,es,Corocoro blanco
01380,Eudocimus albus,et,valgeiibis (valge-lääsiibis)
01380,Eudocimus albus,fi,valkoiibis
01380,Eudocimus albus,fr,Ibis blanc
01380,Eudocimus albus,hr,bijeli ibis
01380,Eudocimus albus,hu,hóbatla
01380,Eudocimus albus,it,Ibis bianco americano
01380,Eudocimus albus,lt,baltasis ibis
01380,Eudocimus albus,lv,baltais ibiss
01380,Eudocimus albus,nl,Witte Ibis
01380,Eudocimus albus,no,hvitibis
01380,Eudocimus albus,pl,ibis biały
01380,Eudocimus albus,pt,íbis-branca-americana
01380,Eudocimus albus,ru,Белый ибис
01380,Eudocimus albus,sk,kvara biela
01380,Eudocimus albus,sr,Beli ibis
01380,Eudocimus albus,sv,vit ibis
01380,Eudocimus albus,tr,Ak Aynak
01380,Eudocimus albus,uk,ібіс білий
01390,Eudocimus ruber,cs,ibis rudý
01390,Eudocimus ruber,da,Rød Ibis
01390,Eudocimus ruber,de,Scharlachsichler
01390,Eudocimus ruber,en,Scarlet Ibis
01390,Eudocimus ruber,es,Corocoro rojo
01390,Eudocimus ruber,et,punaiibis (puna-lääsiibis)
01390,Eudocimus ruber,fi,rubiini-iibis
01390,Eudocimus ruber,fr,Ibis rouge
01390,Eudocimus ruber,hr,ružičasti ibis
01390,Eudocimus ruber,hu,Skarlátbatla
01390,Eudocimus ruber,it,Ibis scarlatto
01390,Eudocimus ruber,lt,rusvasis ibis
01390,Eudocimus ruber,lv,sarkanais ibiss
01390,Eudocimus ruber,nl,Rode Ibis
01390,Eudocimus ruber,no,rødibis
01390,Eudocimus ruber,pl,ibis szkarłatny
01390,Eudocimus ruber,pt,íbis-escarlate
01390,Eudocimus ruber,ru,Алый ибис
01390,Eudocimus ruber,sk,kvara červená
01390,Eudocimus ruber,sr,Crveni ibis
01390,Eudocimus ruber,sv,röd ibis
01390,Eudocimus ruber,tr,Al Aynak
01390,Eudocimus ruber,uk,ібіс червоний
01400,Geronticus eremita,bg,Северен плешив ибис
01400,Geronticus eremita,cs,ibis skalní
01400,Geronticus eremita,da,Eremitibis
01400,Geronticus eremita,de,Waldrapp
01400,Geronticus eremita,el,Φαλακρή Ίβιδα
01400,Geronticus eremita,en,Northern Bald Ibis
01400,Geronticus eremita,es,Ibis eremita
01400,Geronticus eremita,et,kaljuiibis
01400,Geronticus eremita,fi,töyhtöiibis
01400,Geronticus eremita,fr,Ibis chauve
01400,Geronticus eremita,hr,ćelavi ibis
01400,Geronticus eremita,hu,tarvarjú
01400,Geronticus eremita,is,Skallaíbis
01400,Geronticus eremita,it,Ibis eremita
01400,Geronticus eremita,lt,miškinis ibis
01400,Geronticus eremita,lv,klinšu ibiss
01400,Geronticus eremita,nl,Heremietibis
01400,Geronticus eremita,no,skallet ibis
01400,Geronticus eremita,pl,ibis grzywiasty
01400,Geronticus eremita,pt,íbis-eremita
01400,Geronticus eremita,ru,Лесной ибис
01400,Geronticus eremita,sk,ibis skalný
01400,Geronticus eremita,sl,klavžar
01400,Geronticus eremita,sr,Ćelavi ražanj
01400,Geronticus eremita,sv,eremitibis
01400,Geronticus eremita,tr,Kelaynak
01400,Geronticus eremita,uk,ібіс-лисоголов мароканський
01410,Nipponia nippon,cs,ibis čínský
01410,Nipponia nippon,da,Japansk Ibis
01410,Nipponia nippon,de,Nipponibis
01410,Nipponia nippon,en,Crested Ibis
01410,Nipponia nippon,es,Ibis nipón
01410,Nipponia nippon,et,tuttiibis
01410,Nipponia nippon,fi,japaniniibis
01410,Nipponia nippon,fr,Ibis nippon
01410,Nipponia nippon,hr,crvenolici ibis
01410,Nipponia nippon,hu,nipponíbisz
01410,Nipponia nippon,it,Ibis crestato
01410,Nipponia nippon,lt,japoninis ibis
01410,Nipponia nippon,lv,Japānas ibiss
01410,Nipponia nippon,nl,Japanse Kuifibis
01410,Nipponia nippon,no,japanibis
01410,Nipponia nippon,pl,ibis czubaty
01410,Nipponia nippon,pt,íbis-japonesa
01410,Nipponia nippon,ru,Красноногий ибис
01410,Nipponia nippon,sk,ibis chochlatý
01410,Nipponia nippon,sr,Japanski ibis
01410,Nipponia nippon,sv,tofsibis
01410,Nipponia nippon,tr,Nippon Aynağı
01410,Nipponia nippon,uk,ібіс червононогий
01420,Threskiornis aethiopicus,bg,Африкански свещен ибис
01420,Threskiornis aethiopicus,cs,ibis posvátný
01420,Threskiornis aethiopicus,da,Hellig Ibis
01420,Threskiornis aethiopicus,de,Pharaonenibis
01420,Threskiornis aethiopicus,el,Ιερή Ίβιδα
01420,Threskiornis aethiopicus,en,African Sacred Ibis
01420,Threskiornis aethiopicus,es,Ibis sagrado
01420,Threskiornis aethiopicus,et,pühaiibis
01420,Threskiornis aethiopicus,fi,pyhäiibis
01420,Threskiornis aethiopicus,fr,Ibis sacré
01420,Threskiornis aethiopicus,hr,sveti ibis
01420,Threskiornis aethiopicus,hu,szent íbisz
01420,Threskiornis aethiopicus,is,Nílaríbis
01420,Threskiornis aethiopicus,it,Ibis sacro
01420,Threskiornis aethiopicus,lt,šventasis ibis
01420,Threskiornis aethiopicus,lv,svētais ibiss
01420,Threskiornis aethiopicus,nl,Heilige Ibis
01420,Threskiornis aethiopicus,no,helligibis
01420,Threskiornis aethiopicus,pl,ibis czczony
01420,Threskiornis aethiopicus,pt,íbis-sagrada
01420,Threskiornis aethiopicus,ru,Священный ибис
01420,Threskiornis aethiopicus,sk,ibis posvätný
01420,Threskiornis aethiopicus,sl,sveti ibis
01420,Threskiornis aethiopicus,sr,Afrički sveti ibis
01420,Threskiornis aethiopicus,sv,helig ibis
01420,Threskiornis aethiopicus,tr,Kutsal Aynak
01420,Threskiornis aethiopicus,uk,ібіс священний
01430,Threskiornis melanocephalus,cs,ibis černohlavý
01430,Threskiornis melanocephalus,da,Indisk Ibis
01430,Threskiornis melanocephalus,de,Schwarzkopfibis
01430,Threskiornis melanocephalus,en,Black-headed Ibis
01430,Threskiornis melanocephalus,es,Ibis oriental
01430,Threskiornis melanocephalus,et,idaiibis
01430,Threskiornis melanocephalus,fi,aasianpyhäiibis
01430,Threskiornis melanocephalus,fr,Ibis à tête noire
01430,Threskiornis melanocephalus,hr,crnoglavi ibis
01430,Threskiornis melanocephalus,hu,feketefejű íbisz
01430,Threskiornis melanocephalus,it,Ibis testanera
01430,Threskiornis melanocephalus,lt,azijinis ibis
01430,Threskiornis melanocephalus,lv,melngalvas ibiss
01430,Threskiornis melanocephalus,nl,Indische Witte Ibis
01430,Threskiornis melanocephalus,no,orientibis
01430,Threskiornis melanocephalus,pl,ibis siwopióry
01430,Threskiornis melanocephalus,pt,íbis-de-cabeça-preta
01430,Threskiornis melanocephalus,ru,Черноголовый ибис
01430,Threskiornis melanocephalus,sk,ibis čiernohlavý
01430,Threskiornis melanocephalus,sr,Azijski sveti ibis
01430,Threskiornis melanocephalus,sv,orientibis
01430,Threskiornis melanocephalus,tr,Oriyental Kutsal Aynağı
01430,Threskiornis melanocephalus,uk,ібіс сивоперий
